surgery,age,hospital_number,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheral_pulse,mucous_membrane,capillary_refill_time,pain,peristalsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_ph,rectal_exam_feces,abdomen,packed_cell_volume,total_protein,abdomo_appearance,abdomo_protein,surgical_lesion,lesion_1,cp_data,outcome
1,1,5287179,37.6,84.0,36.0,3.0,2.0,2.0,0.0,5.0,0.0,2.0,0.0,0.0,4.4,2.0,1.0,44.0,4.9,0.0,2.9,1,2208,0,2.0
0,1,529461,40.3,114.0,36.0,3.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,7.0,1.0,1.0,57.0,8.2,1.0,4.5,1,3205,1,2.0
1,0,529498,38.4,42.0,24.0,2.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,2.0,6.5,0.0,1.0,39.0,5.9,0.0,3.9,1,2206,1,2.0
1,1,528247,39.1,44.0,30.0,3.0,0.0,3.0,0.0,2.0,2.0,2.0,0.0,1.0,5.0,1.0,,47.0,8.6,1.0,4.5,1,3111,1,0.0
1,1,535043,39.3,100.0,51.0,3.0,3.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,,1.0,66.0,13.0,1.0,2.0,1,2113,0,1.0
1,1,527563,37.8,86.0,24.0,2.0,2.0,5.0,1.0,5.0,0.0,0.0,0.0,1.0,5.7,,0.0,68.0,7.8,1.0,3.7,1,5400,0,2.0
1,1,529340,37.7,72.0,36.0,2.0,0.0,1.0,0.0,4.0,2.0,2.0,0.0,1.0,7.0,2.0,1.0,44.0,7.6,1.0,2.6,1,4205,0,2.0
0,1,530034,38.0,60.0,40.0,3.0,0.0,1.0,0.0,4.0,2.0,2.0,0.0,2.0,7.5,,,46.0,7.5,1.0,3.6,0,4205,1,0.0
1,1,530612,38.1,44.0,40.0,3.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,42.0,6.6,0.0,3.0,1,0,1,2.0
1,1,529172,37.7,40.0,36.0,3.0,0.0,,0.0,1.0,3.0,0.0,0.0,2.0,6.2,1.0,2.0,39.0,7.5,0.0,2.6,1,31110,1,0.0
1,1,534925,38.3,112.0,16.0,,,4.0,,,0.0,,1.0,1.0,2.0,0.0,1.0,51.0,57.0,0.0,2.0,0,2208,1,1.0
1,1,530402,37.2,44.0,20.0,3.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,1.0,41.0,6.1,1.0,4.3,1,2208,1,2.0
1,1,534787,38.0,36.0,16.0,3.0,0.0,0.0,0.0,5.0,3.0,,2.0,1.0,2.0,,,37.0,75.0,0.0,1.0,0,0,0,1.0
1,1,535292,38.5,129.0,48.0,3.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,,,57.0,66.0,1.0,2.0,1,2206,0,0.0
1,1,529493,37.8,40.0,48.0,3.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,5.3,0.0,1.0,41.0,6.8,1.0,2.3,1,2208,1,0.0
1,1,530354,37.3,42.0,12.0,3.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,1.0,54.0,6.6,1.0,3.9,1,2208,1,2.0
0,1,530001,38.0,84.0,28.0,3.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,7.0,0.0,1.0,44.0,6.2,1.0,3.4,1,2209,0,1.0
0,1,529272,38.1,112.0,84.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,48.0,8.0,1.0,2.6,0,3133,0,2.0
0,1,528996,39.3,54.0,20.0,3.0,,0.0,0.0,3.0,2.0,0.0,0.0,1.0,5.0,1.0,2.0,49.0,7.2,2.0,5.0,0,0,1,0.0
1,1,529045,38.5,72.0,18.0,0.0,2.0,3.0,0.0,1.0,2.0,2.0,1.0,0.0,5.5,0.0,1.0,52.0,6.6,1.0,5.0,1,2112,1,2.0
1,1,528355,39.4,56.0,68.0,2.0,0.0,4.0,0.0,5.0,2.0,1.0,1.0,1.0,6.5,1.0,1.0,54.0,7.0,2.0,2.7,1,2205,0,2.0
1,1,534197,39.3,92.0,35.0,3.0,2.0,1.0,0.0,5.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,55.0,75.0,1.0,2.0,1,2205,0,2.0
1,1,528548,38.2,66.0,12.0,3.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,44.0,6.0,0.0,3.6,1,2124,1,0.0
1,1,529498,38.2,96.0,48.0,0.0,2.0,2.0,1.0,4.0,0.0,2.0,0.0,1.0,5.3,0.0,1.0,55.0,8.1,2.0,2.2,1,4205,0,2.0
1,1,530239,37.7,60.0,28.0,3.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,1.0,5.7,,1.0,44.0,7.4,0.0,1.0,1,3025,0,2.0
0,1,529796,38.2,92.0,40.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,7.2,0.0,2.0,47.0,8.6,2.0,6.6,0,8300,1,0.0
1,1,529777,38.9,40.0,24.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,5.3,2.0,1.0,36.0,6.0,2.0,5.4,1,2206,1,0.0
0,1,530242,37.2,60.0,12.0,3.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,5.0,2.0,,52.0,7.5,0.0,4.1,1,2207,1,1.0
1,1,530478,38.3,44.0,21.0,3.0,0.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,7.0,1.0,0.0,44.0,6.5,0.0,4.4,1,2209,1,0.0
0,1,530002,39.3,66.0,18.0,3.0,2.0,4.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,,0.0,50.0,7.2,,1.0,1,3205,0,2.0
1,1,529893,39.5,66.0,24.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,5.5,,,48.0,6.8,0.0,2.6,1,8400,0,0.0
1,1,534069,38.4,84.0,51.0,3.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,,1.0,43.0,51.0,2.0,1.6,1,3205,0,1.0
1,1,533928,37.2,60.0,12.0,2.0,,1.0,0.0,,0.0,3.0,0.0,1.0,2.0,,0.0,52.0,75.0,1.0,2.0,1,2209,0,1.0
1,1,5287179,38.5,72.0,40.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,7.0,2.0,1.0,73.0,8.5,1.0,4.4,1,2206,1,0.0
1,1,530002,37.8,112.0,20.0,3.0,2.0,2.0,1.0,4.0,0.0,3.0,2.0,0.0,4.5,0.0,0.0,54.0,7.3,0.0,3.9,1,4300,1,2.0
0,0,529667,37.2,84.0,24.0,2.0,0.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0,7.0,1.0,2.0,44.0,7.6,2.0,3.0,1,7111,1,2.0
0,1,528996,38.8,52.0,20.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,2.0,,7.0,1.0,,33.0,6.5,0.0,5.3,0,0,1,0.0
1,1,528570,38.3,54.0,50.0,3.0,2.0,4.0,0.0,2.0,2.0,1.0,0.0,0.0,3.5,2.0,1.0,37.5,6.5,0.0,3.6,1,2209,1,0.0
1,1,528800,39.3,66.0,48.0,1.0,2.0,4.0,0.0,2.0,2.0,2.0,0.0,2.0,4.5,0.0,1.0,54.0,7.5,0.0,2.9,1,2205,0,0.0
1,1,528570,37.5,54.0,40.0,3.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,3.5,0.0,1.0,45.0,6.5,1.0,3.5,1,2209,0,2.0
0,1,528668,38.2,60.0,28.0,3.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,7.0,2.0,,42.0,6.6,0.0,2.0,0,3133,1,0.0
1,1,529796,38.4,54.0,12.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,5.3,2.0,,45.0,7.7,2.0,1.0,1,2209,0,0.0
1,1,530693,38.9,88.0,24.0,0.0,2.0,5.0,1.0,4.0,0.0,2.0,0.0,1.0,7.0,0.0,0.0,57.0,7.4,0.0,1.0,0,3025,1,2.0
1,1,528548,38.1,66.0,12.0,3.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,44.0,6.0,0.0,3.6,1,2124,1,0.0
0,1,528179,38.2,42.0,14.0,3.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,7.0,0.0,1.0,33.0,6.6,0.0,4.1,1,2206,1,0.0
1,1,529272,37.6,68.0,9.0,3.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,6.5,0.0,1.0,38.0,6.0,1.0,4.5,1,2209,0,0.0
0,1,529849,36.8,52.0,16.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,4.0,,,36.0,6.6,2.0,6.0,0,3111,1,0.0
1,1,529304,39.5,104.0,24.0,3.0,0.0,4.0,0.0,1.0,2.0,3.0,2.0,0.0,4.5,0.0,0.0,53.0,7.2,1.0,4.7,1,3205,1,2.0
1,1,533871,38.2,48.0,16.0,3.0,2.0,2.0,0.0,5.0,0.0,3.0,2.0,1.0,2.0,0.0,0.0,72.0,64.0,1.0,2.0,1,2208,0,1.0
1,1,530360,37.2,84.0,24.0,3.0,0.0,2.0,1.0,5.0,2.0,2.0,0.0,0.0,7.0,0.0,0.0,45.0,7.5,1.0,3.2,1,3205,1,2.0
0,1,528151,39.4,114.0,36.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,0.0,1.0,7.0,0.0,1.0,73.0,8.1,1.0,4.5,0,1111,1,0.0
1,1,533836,37.8,96.0,30.0,0.0,2.0,2.0,1.0,4.0,0.0,3.0,1.0,0.0,2.0,2.0,,68.0,64.0,1.0,2.0,1,2209,1,0.0
1,1,530360,38.3,96.0,48.0,3.0,2.0,2.0,1.0,4.0,0.0,1.0,0.0,1.0,6.5,0.0,1.0,52.0,6.5,1.0,4.5,1,2205,0,2.0
1,1,529498,38.0,88.0,48.0,3.0,2.0,4.0,0.0,,,3.0,1.0,1.0,2.0,1.0,,57.0,4.0,0.0,2.0,1,7209,1,1.0
1,1,529849,37.8,60.0,80.0,3.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,3.0,1.0,,40.0,6.0,2.0,3.0,1,5206,1,0.0
0,0,529172,38.7,52.0,20.0,3.0,0.0,4.0,0.0,2.0,2.0,,1.0,1.0,5.5,,,47.0,7.2,0.0,2.8,1,11300,1,2.0
1,1,530402,37.3,60.0,20.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,0.0,0.0,5.0,0.0,1.0,52.0,7.5,1.0,4.5,1,2205,1,2.0
1,1,530254,38.6,40.0,32.0,3.0,0.0,4.0,0.0,1.0,2.0,1.0,0.0,2.0,4.5,0.0,1.0,41.0,6.6,1.0,4.5,1,400,1,2.0
1,1,528548,38.0,66.0,12.0,3.0,2.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,44.0,6.0,0.0,3.6,1,2124,0,0.0
1,1,534069,38.0,88.0,51.0,3.0,2.0,2.0,1.0,4.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,66.0,13.0,1.0,2.0,1,3205,1,1.0
1,1,528890,38.5,80.0,44.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,7.0,2.0,2.0,54.0,6.5,1.0,7.4,1,7111,0,2.0
0,1,534644,38.4,48.0,20.0,3.0,,1.0,0.0,,,1.0,1.0,1.0,1.0,,,41.0,65.0,2.0,2.3,0,0,0,0.0
1,1,530255,38.0,66.0,24.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,47.0,7.5,1.0,2.0,1,8400,0,0.0
0,1,528996,38.6,52.0,20.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,5.0,1.0,,36.0,6.6,2.0,5.0,0,0,1,0.0
0,1,528742,38.6,48.0,28.0,2.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,5.0,1.0,,49.0,7.5,0.0,6.0,0,0,1,0.0
1,1,5290482,39.3,164.0,30.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,4.0,0.0,1.0,75.0,7.0,1.0,4.1,1,2209,1,2.0
0,1,5297159,38.3,96.0,28.0,0.0,2.0,2.0,1.0,4.0,0.0,3.0,,1.0,5.0,,0.0,66.0,7.0,1.0,3.9,1,4205,0,2.0
1,1,530612,38.1,66.0,12.0,3.0,2.0,4.0,0.0,2.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,44.0,6.0,0.0,3.6,1,2208,1,0.0
0,1,530561,38.4,48.0,16.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,7.5,1.0,2.0,47.0,7.0,0.0,4.4,0,0,1,0.0
1,1,528996,36.0,96.0,30.0,0.0,2.0,2.0,1.0,5.0,0.0,2.0,0.0,1.0,6.5,2.0,0.0,52.0,7.5,1.0,2.6,1,2206,0,2.0
0,1,530612,38.2,60.0,8.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,6.5,,,39.0,6.5,2.0,1.6,0,2112,1,0.0
1,1,527916,38.1,136.0,48.0,3.0,,1.0,0.0,4.0,0.0,1.0,0.0,0.0,4.5,2.0,1.0,45.0,7.0,1.0,2.0,1,2209,1,0.0
1,1,528247,37.5,40.0,36.0,2.0,2.0,4.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,44.0,5.9,2.0,2.0,1,2112,1,0.0
1,1,529663,40.3,114.0,36.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,4.0,2.0,1.0,50.0,7.0,1.0,4.1,1,2208,1,0.0
1,1,535031,39.3,100.0,51.0,3.0,2.0,5.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,66.0,13.0,1.0,2.0,1,2208,0,0.0
1,1,534403,37.9,80.0,12.0,3.0,2.0,4.0,1.0,1.0,2.0,2.0,,1.0,2.0,0.0,0.0,57.0,56.0,1.0,1.0,1,2205,0,1.0
1,1,533871,37.8,72.0,42.0,3.0,2.0,2.0,0.0,5.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,75.0,81.0,0.0,2.0,1,1400,0,1.0
1,1,528305,38.3,96.0,36.0,3.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,5.5,0.0,0.0,41.0,7.4,0.0,2.6,1,3205,0,0.0
1,1,534145,38.3,88.0,20.0,,,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,46.0,81.0,2.0,2.0,0,4124,0,0.0
0,1,530478,38.1,54.0,36.0,3.0,0.0,3.0,0.0,5.0,2.0,2.0,0.0,1.0,5.4,1.0,0.0,44.0,7.2,0.0,4.4,1,2124,1,0.0
1,1,529642,37.3,48.0,18.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,5.3,0.0,1.0,49.0,7.8,1.0,2.1,1,2209,1,0.0
1,1,5299629,38.3,52.0,40.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,7.0,1.0,2.0,50.0,7.0,2.0,5.0,1,3111,0,0.0
1,1,528804,37.8,96.0,48.0,3.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,1.0,2.0,,0.0,36.0,7.7,1.0,1.0,1,3205,0,2.0
0,1,528872,37.6,48.0,18.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,5.4,0.0,1.0,48.0,6.0,1.0,4.3,0,2209,1,0.0
0,1,528702,37.4,114.0,36.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,7.0,,1.0,54.0,8.0,1.0,4.8,1,2205,0,1.0
1,1,528641,38.2,66.0,14.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,3.0,1.0,0.0,33.0,6.0,2.0,3.6,1,2209,1,0.0
1,1,535166,39.3,112.0,40.0,3.0,2.0,5.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,65.0,86.0,1.0,2.0,1,2205,1,0.0
1,1,529498,38.5,64.0,32.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,6.5,0.0,1.0,50.0,7.7,2.0,3.6,1,2205,0,2.0
1,1,535330,38.5,114.0,30.0,3.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,4.0,2.0,1.0,57.0,69.0,1.0,2.0,1,2206,0,0.0
0,1,528729,37.8,48.0,16.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,4.0,1.0,,49.0,6.6,0.0,2.0,0,0,1,0.0
1,1,533942,37.8,88.0,36.0,3.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,,39.0,62.0,1.0,2.0,1,2206,0,0.0
1,1,529888,37.2,60.0,40.0,3.0,2.0,5.0,1.0,4.0,0.0,2.0,0.0,2.0,7.0,0.0,1.0,65.0,7.5,1.0,2.6,1,2205,0,2.0
1,1,529475,38.3,88.0,20.0,3.0,2.0,2.0,1.0,4.0,0.0,2.0,0.0,0.0,4.3,0.0,0.0,65.0,7.0,1.0,2.0,1,4205,1,1.0
1,1,5294539,36.0,92.0,30.0,3.0,2.0,2.0,1.0,5.0,0.0,2.0,0.0,1.0,5.4,0.0,0.0,60.0,5.9,0.0,3.6,1,3205,0,1.0
0,1,533750,37.9,44.0,12.0,3.0,0.0,4.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,,3.0,53.0,64.0,1.0,2.0,1,0,0,0.0
1,1,528570,37.5,66.0,12.0,1.0,,0.0,0.0,,,2.0,0.0,2.0,2.0,0.0,0.0,43.0,8.7,0.0,2.0,1,2208,1,1.0
0,1,528996,38.2,40.0,12.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,7.0,1.0,,48.0,5.9,2.0,7.0,0,0,1,0.0
1,1,530334,38.5,64.0,24.0,3.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,3.0,0.0,1.0,33.0,6.5,0.0,3.6,1,31110,1,0.0
1,1,5297159,39.3,108.0,18.0,0.0,2.0,5.0,1.0,5.0,0.0,3.0,0.0,2.0,6.5,0.0,0.0,75.0,6.5,2.0,5.3,1,12208,0,2.0
0,1,529045,38.7,42.0,12.0,2.0,0.0,1.0,0.0,,1.0,0.0,1.0,1.0,6.0,1.0,,23.0,6.2,0.0,7.0,0,0,1,0.0
1,1,529272,37.9,54.0,14.0,0.0,2.0,2.0,0.0,2.0,0.0,3.0,0.0,2.0,7.2,0.0,1.0,43.0,8.0,0.0,2.1,1,2112,0,2.0
1,1,529461,39.1,88.0,24.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,7.0,1.0,1.0,52.0,7.6,1.0,4.5,1,2209,0,2.0
1,1,535130,37.2,42.0,12.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,,1.0,2.0,2.0,0.0,36.0,66.0,2.0,2.0,1,6112,0,0.0
1,1,530276,38.2,88.0,20.0,3.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,5.5,0.0,1.0,44.0,8.0,2.0,5.3,1,2207,0,0.0
0,1,528570,39.5,52.0,16.0,,0.0,,0.0,2.0,,,0.0,1.0,5.5,,1.0,30.0,6.7,0.0,2.8,1,3111,0,1.0
1,1,535031,37.5,60.0,48.0,3.0,2.0,4.0,1.0,5.0,0.0,0.0,1.0,1.0,2.0,1.0,,75.0,81.0,0.0,2.0,1,2322,0,0.0
1,1,528298,38.6,40.0,14.0,2.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,7.0,1.0,2.0,40.0,7.2,0.0,2.8,1,3111,1,0.0
1,1,534145,35.4,52.0,24.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,7.0,,1.0,57.0,69.0,1.0,2.0,1,2124,0,0.0
1,1,530478,37.8,104.0,35.0,3.0,2.0,4.0,0.0,,2.0,2.0,0.0,1.0,6.5,,1.0,75.0,10.2,0.0,4.3,1,2205,1,2.0
1,1,529667,39.0,64.0,36.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,44.0,6.5,0.0,6.6,1,2208,1,2.0
1,0,529663,38.0,90.0,48.0,3.0,2.0,2.0,0.0,4.0,0.0,2.0,2.0,2.0,4.5,2.0,,54.0,6.1,1.0,2.9,1,3205,0,2.0
1,1,534157,38.2,88.0,30.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,53.0,75.0,1.0,2.0,1,2209,0,1.0
0,1,530439,37.8,66.0,28.0,1.0,0.0,4.0,1.0,5.0,2.0,0.0,0.0,1.0,4.5,0.0,0.0,54.0,8.6,2.0,2.6,0,2124,0,0.0
1,1,528469,38.1,92.0,36.0,3.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,6.5,2.0,1.0,60.0,8.1,0.0,2.6,1,2112,0,2.0
1,1,530242,37.2,108.0,12.0,3.0,2.0,5.0,1.0,1.0,2.0,1.0,,1.0,6.0,2.0,1.0,69.0,8.9,1.0,6.0,1,2207,1,2.0
1,1,534624,37.3,78.0,28.0,3.0,2.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,,0.0,57.0,80.0,1.0,2.0,1,4205,0,1.0
1,1,530034,37.4,76.0,51.0,3.0,3.0,2.0,1.0,5.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,60.0,6.5,1.0,4.6,1,2205,0,2.0
0,1,529628,38.3,48.0,20.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,,48.0,7.6,0.0,1.0,0,400,1,0.0
1,1,529663,38.3,60.0,14.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,7.0,0.0,1.0,41.0,6.6,2.0,5.0,1,2209,0,0.0
1,1,528469,37.5,49.0,9.0,2.0,0.0,3.0,0.0,3.0,2.0,1.0,0.0,2.0,6.5,1.0,3.0,49.0,8.0,0.0,7.6,0,400,1,0.0
1,0,530402,40.3,114.0,36.0,3.0,2.0,2.0,1.0,1.0,0.0,3.0,1.0,0.0,6.5,0.0,0.0,57.0,6.0,1.0,4.8,1,2205,0,2.0
1,1,530366,38.4,88.0,40.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,7.0,0.0,0.0,44.0,6.1,1.0,3.9,0,5400,1,2.0
1,1,529160,38.9,48.0,32.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,4.5,2.0,2.0,39.0,6.6,2.0,2.6,1,3111,1,0.0
1,1,535407,37.3,129.0,24.0,3.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,57.0,82.0,1.0,2.0,0,2205,0,1.0
1,1,5290409,37.2,108.0,48.0,0.0,2.0,1.0,1.0,4.0,2.0,2.0,0.0,1.0,5.4,2.0,0.0,55.0,6.5,1.0,4.5,0,4205,1,2.0
1,1,5287179,37.8,88.0,48.0,3.0,2.0,1.0,0.0,4.0,0.0,2.0,2.0,0.0,4.4,0.0,1.0,48.0,8.6,1.0,2.9,1,2208,1,2.0
1,1,528548,37.5,66.0,12.0,3.0,2.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,44.0,6.0,0.0,3.6,1,2124,1,0.0
0,0,529461,40.3,114.0,36.0,3.0,2.0,4.0,1.0,1.0,2.0,3.0,0.0,0.0,7.0,0.0,0.0,57.0,8.1,0.0,2.3,1,7400,1,1.0
1,1,529461,39.2,114.0,36.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,7.0,1.0,1.0,57.0,6.6,1.0,3.2,1,2208,0,1.0
1,1,535196,38.3,52.0,12.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,41.0,61.0,2.0,2.0,1,2205,0,0.0
0,1,527677,39.0,86.0,20.0,3.0,2.0,2.0,,2.0,2.0,1.0,,,5.0,0.0,,48.0,6.6,1.0,5.3,1,5400,1,2.0
1,1,530233,37.3,64.0,48.0,3.0,2.0,1.0,0.0,5.0,2.0,2.0,0.0,0.0,4.5,1.0,0.0,48.0,7.6,0.0,4.5,1,3209,1,2.0
0,0,535043,38.4,56.0,68.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,7.0,2.0,,41.0,77.0,2.0,1.0,0,4300,0,0.0
1,1,526639,38.2,64.0,40.0,3.0,0.0,4.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,41.0,6.6,0.0,2.0,1,300,1,2.0
0,1,5301219,39.6,72.0,48.0,3.0,2.0,4.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,0.0,0.0,66.0,7.5,0.0,2.9,1,1400,0,2.0
0,1,528682,38.0,52.0,12.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,5.3,1.0,2.0,42.0,7.2,2.0,5.0,0,3111,1,0.0
0,1,529663,38.3,114.0,36.0,3.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,6.5,0.0,0.0,63.0,8.1,1.0,3.9,1,3205,0,1.0
1,1,528996,37.2,48.0,12.0,3.0,2.0,0.0,0.0,2.0,3.0,1.0,1.0,1.0,5.5,1.0,1.0,35.0,8.0,2.0,5.0,1,2112,1,0.0
1,1,535196,37.2,88.0,30.0,3.0,2.0,2.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,,0.0,57.0,66.0,1.0,2.0,1,3205,0,1.0
1,1,529703,39.2,64.0,90.0,2.0,0.0,3.0,0.0,2.0,2.0,1.0,0.0,2.0,7.0,0.0,1.0,39.0,6.7,1.0,4.5,1,2208,1,2.0
0,1,530242,36.4,108.0,12.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,7.0,2.0,2.0,47.0,8.2,1.0,6.0,1,2205,1,2.0
1,1,529126,38.0,88.0,96.0,3.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,2.0,5.5,0.0,1.0,54.0,6.6,1.0,4.3,1,2205,0,2.0
0,1,528178,38.6,48.0,12.0,3.0,0.0,0.0,0.0,3.0,1.0,1.0,,1.0,5.0,1.0,,43.0,7.2,2.0,3.6,0,3111,1,0.0
1,1,529667,38.4,52.0,16.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,5.5,,0.0,45.0,7.0,2.0,1.0,1,7111,0,1.0
1,0,5290409,38.2,164.0,84.0,0.0,0.0,5.0,1.0,1.0,0.0,3.0,1.0,2.0,5.0,2.0,,48.0,7.4,1.0,3.4,1,2208,1,2.0
1,1,5287179,38.1,136.0,40.0,3.0,2.0,0.0,0.0,4.0,2.0,2.0,2.0,2.0,4.4,0.0,1.0,47.0,4.9,1.0,3.9,1,2209,0,2.0
1,1,529796,39.1,52.0,60.0,3.0,2.0,4.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,49.0,10.2,2.0,1.6,1,2124,0,0.0
1,1,534163,38.6,60.0,44.0,0.0,,5.0,1.0,1.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,55.0,80.0,1.0,2.0,1,3205,0,1.0
0,1,527734,37.5,64.0,12.0,3.0,2.0,3.0,0.0,1.0,2.0,1.0,1.0,2.0,4.5,1.0,,43.0,6.6,0.0,4.3,0,5400,1,2.0
1,1,5287179,37.7,68.0,20.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0,,39.0,7.0,2.0,7.0,1,3111,1,0.0
